execution_id,execution_datetime,data_source,check_type,check_name,schedule_type,execution_status,records_checked,records_failed,execution_duration_sec,cpu_usage_percent,memory_usage_mb,threshold_value,actual_value,threshold_breached,incident_created
EXEC-000024,2025-11-17 09:00:00,PAYMENT_SYSTEM,SCHEMA_VALIDATION,CHECK_549,HOURLY,SUCCESS,23663,0,1.94,58.69,17.76,0.9853,0.7064305591098639,False,False
EXEC-000025,2026-02-16 17:00:00,LOAN_REGISTRY,RANGE_CHECK,CHECK_649,HOURLY,SUCCESS,10084,119,8.22,40.57,2700.25,3.2419,1.097815937687109,False,False
EXEC-000026,2026-03-10 06:00:00,CREDIT_BUREAU,CONSISTENCY_CHECK,CHECK_164,HOURLY,SUCCESS,183630,1437,26.84,11.91,3999.52,1.1538,0.3778071745175182,False,False
EXEC-000027,2026-02-04 06:00:00,INTERNET_BANK,NULL_CHECK,CHECK_125,DAILY,SUCCESS,1747,246,9.0,59.74,1381.82,3.5283,2.656897887146932,False,False
EXEC-000028,2026-01-11 04:00:00,CRM_CLIENTS,DUPLICATE_CHECK,CHECK_476,ON_DEMAND,SUCCESS,369,630,1.43,18.47,1141.94,0.8421,0.5859400250127792,False,False
EXEC-000029,2025-12-19 23:00:00,FRAUD_DETECTION,FRESHNESS_CHECK,CHECK_433,DAILY,SUCCESS,5668,419,1.17,51.89,1339.42,3.286,1.4650434069983074,False,False
EXEC-000030,2026-01-04 21:00:00,FRAUD_DETECTION,CONSISTENCY_CHECK,CHECK_764,ON_DEMAND,SUCCESS,8236,88,7.21,35.95,277.07,2.3469,0.418701367804863,False,False
EXEC-000031,2025-11-07 23:00:00,MOBILE_APP,DUPLICATE_CHECK,CHECK_631,HOURLY,FAILED,9711,458,6.88,48.85,333.1,0.1314,0.6023921300260071,True,True
EXEC-000032,2025-09-15 07:00:00,SCORING_ENGINE,SCHEMA_VALIDATION,CHECK_774,ON_DEMAND,SUCCESS,1402,446,5.76,26.6,1478.73,3.0591,1.2024338668319858,False,False
EXEC-000033,2025-09-13 10:00:00,FRAUD_DETECTION,REFERENTIAL_INTEGRITY,CHECK_146,ON_DEMAND,SUCCESS,3050,113,7.17,36.36,164.11,2.6067,1.906761920190737,False,False
EXEC-000034,2026-02-02 14:00:00,FRAUD_DETECTION,CONSISTENCY_CHECK,CHECK_137,ON_DEMAND,SUCCESS,96282,1186,39.06,21.45,697.23,1.586,0.20324584591382128,False,False
EXEC-000035,2025-11-04 04:00:00,CREDIT_BUREAU,FRESHNESS_CHECK,CHECK_125,HOURLY,SUCCESS,1422,523,5.74,13.93,1963.83,4.0083,2.612500674857109,False,False
EXEC-000036,2025-09-02 06:00:00,INTERNET_BANK,COMPLETENESS_CHECK,CHECK_255,DAILY,SUCCESS,17092,177,10.79,47.04,253.06,2.1721,1.810140354225453,False,False
EXEC-000037,2025-12-31 07:00:00,LOAN_REGISTRY,REFERENTIAL_INTEGRITY,CHECK_595,ON_DEMAND,SUCCESS,424,3,0.67,6.85,175.51,2.7092,1.412754881312474,False,False
EXEC-000038,2025-09-06 20:00:00,CREDIT_BUREAU,DUPLICATE_CHECK,CHECK_976,DAILY,SUCCESS,4077,2,3.61,17.01,103.7,4.7723,2.8556210360619287,False,False
EXEC-000039,2026-01-06 03:00:00,FRAUD_DETECTION,NULL_CHECK,CHECK_798,ON_DEMAND,SUCCESS,3418,3,6.48,29.2,603.79,3.3881,1.4404865470548913,False,False
EXEC-000040,2025-12-25 14:00:00,SCORING_ENGINE,CONSISTENCY_CHECK,CHECK_282,HOURLY,TIMEOUT,469091,0,2.67,16.42,235.56,0.2492,,False,False
EXEC-000041,2026-01-20 20:00:00,SCORING_ENGINE,CONSISTENCY_CHECK,CHECK_846,HOURLY,SUCCESS,22199,1383,91.42,56.28,449.95,4.1663,0.9672713198763938,False,False
EXEC-000042,2025-09-03 12:00:00,LOAN_REGISTRY,SCHEMA_VALIDATION,CHECK_231,HOURLY,FAILED,222,25,5.9,45.91,137.98,0.8709,4.072564214720641,True,True
EXEC-000043,2025-12-17 13:00:00,CREDIT_BUREAU,FRESHNESS_CHECK,CHECK_167,WEEKLY,SUCCESS,5677,239,46.65,59.04,82.54,3.3559,2.7212922713481795,False,False
EXEC-000044,2026-02-06 04:00:00,PAYMENT_SYSTEM,NULL_CHECK,CHECK_416,ON_DEMAND,SUCCESS,44353,28,67.01,14.6,155.18,4.3099,1.918000558712496,False,False
EXEC-000045,2025-09-30 02:00:00,LOAN_REGISTRY,FRESHNESS_CHECK,CHECK_290,WEEKLY,SUCCESS,2352,2,14.42,68.42,246.96,4.4543,3.745566328743624,False,False
EXEC-000046,2025-10-16 18:00:00,CREDIT_BUREAU,RANGE_CHECK,CHECK_427,HOURLY,SUCCESS,10810,222,18.7,35.68,574.82,0.7949,0.4145840590661612,False,False
EXEC-000047,2025-10-03 18:00:00,MOBILE_APP,DUPLICATE_CHECK,CHECK_574,WEEKLY,SUCCESS,25307,7,0.79,5.14,191.85,2.3809,2.0610259046669777,False,False
EXEC-000048,2026-02-25 16:00:00,CRM_CLIENTS,SCHEMA_VALIDATION,CHECK_778,HOURLY,SUCCESS,62737,0,6.52,12.8,146.71,2.1919,1.8052265700265466,False,False
EXEC-000049,2026-03-11 15:00:00,LOAN_REGISTRY,ACCURACY_CHECK,CHECK_967,HOURLY,SUCCESS,239,84,3.84,23.0,418.49,2.3829,1.495350270710565,False,False
EXEC-000050,2025-10-10 18:00:00,INTERNET_BANK,COMPLETENESS_CHECK,CHECK_299,ON_DEMAND,SUCCESS,274,791,4.8,12.92,82.86,0.6137,0.269966300330785,False,False
EXEC-000051,2025-10-17 08:00:00,MOBILE_APP,SCHEMA_VALIDATION,CHECK_222,WEEKLY,SUCCESS,39371,77,94.81,52.17,1376.91,3.4458,2.563265018352151,False,False
EXEC-000052,2026-02-09 14:00:00,PAYMENT_SYSTEM,FORMAT_CHECK,CHECK_535,HOURLY,FAILED,864571,22,5.68,50.64,668.25,3.0007,13.718597171696233,True,True
EXEC-000053,2026-02-16 17:00:00,INTERNET_BANK,NULL_CHECK,CHECK_127,WEEKLY,FAILED,17559,19,10.94,52.66,282.24,3.9508,16.065397255804427,True,True
EXEC-000054,2026-03-08 22:00:00,LOAN_REGISTRY,REFERENTIAL_INTEGRITY,CHECK_718,WEEKLY,SUCCESS,1753,23,22.86,26.51,2597.84,4.6552,2.868829792019496,False,False
EXEC-000055,2026-03-08 06:00:00,CRM_CLIENTS,COMPLETENESS_CHECK,CHECK_408,DAILY,SUCCESS,46127,1536,0.69,21.62,1759.42,1.7245,1.1434662616208915,False,False
EXEC-000056,2025-12-26 07:00:00,PAYMENT_SYSTEM,DUPLICATE_CHECK,CHECK_332,WEEKLY,SUCCESS,1925,12,4.93,49.16,304.36,3.5003,2.277110741726471,False,False
EXEC-000057,2025-10-11 21:00:00,CRM_CLIENTS,COMPLETENESS_CHECK,CHECK_687,ON_DEMAND,SUCCESS,6163,47,4.22,11.95,477.79,2.7313,1.8050954798741163,False,False
EXEC-000058,2025-09-12 02:00:00,PAYMENT_SYSTEM,ACCURACY_CHECK,CHECK_808,HOURLY,SUCCESS,5790,3,1.1,38.03,79.49,4.7205,3.650426534799427,False,False
EXEC-000059,2025-12-18 05:00:00,CREDIT_BUREAU,CONSISTENCY_CHECK,CHECK_910,HOURLY,SUCCESS,23887,3,3.24,5.38,426.41,3.9465,3.2780925355388235,False,False
EXEC-000060,2025-11-23 23:00:00,PAYMENT_SYSTEM,COMPLETENESS_CHECK,CHECK_226,HOURLY,SUCCESS,650,18,0.81,38.89,199.29,1.0929,0.6281584494678042,False,False
EXEC-000061,2025-12-16 12:00:00,MOBILE_APP,ACCURACY_CHECK,CHECK_887,ON_DEMAND,SUCCESS,26685,87,5.69,59.14,136.06,1.5179,0.4809015132319688,False,False
EXEC-000062,2026-03-03 07:00:00,CREDIT_BUREAU,COMPLETENESS_CHECK,CHECK_322,WEEKLY,SUCCESS,13072,0,11.58,27.2,209.2,2.5182,0.8258116984971186,False,False
EXEC-000063,2026-01-24 06:00:00,INTERNET_BANK,SCHEMA_VALIDATION,CHECK_881,HOURLY,SUCCESS,12507,4,6.48,28.5,339.27,1.1669,0.5055541811933867,False,False
EXEC-000064,2025-12-10 03:00:00,PAYMENT_SYSTEM,REFERENTIAL_INTEGRITY,CHECK_507,ON_DEMAND,SUCCESS,2970,4,3.42,34.31,705.03,1.988,0.6931736773220145,False,False
EXEC-000065,2025-09-14 06:00:00,CRM_CLIENTS,COMPLETENESS_CHECK,CHECK_641,ON_DEMAND,FAILED,8201,1,1.26,32.13,1105.88,2.5142,5.568998086945216,True,True
EXEC-000066,2025-10-07 09:00:00,CRM_CLIENTS,ACCURACY_CHECK,CHECK_925,DAILY,SUCCESS,4299,165,2.81,39.68,366.92,4.6974,1.9673141946584571,False,False
EXEC-000067,2025-09-19 17:00:00,MOBILE_APP,SCHEMA_VALIDATION,CHECK_742,DAILY,SUCCESS,2441,0,6.69,34.63,774.19,0.3726,0.25034610227243675,False,False
EXEC-000068,2025-12-12 11:00:00,CRM_CLIENTS,FORMAT_CHECK,CHECK_810,HOURLY,SUCCESS,7301,10,51.93,14.44,1082.65,4.076,3.4885045277123985,False,False
EXEC-000069,2025-10-17 17:00:00,PAYMENT_SYSTEM,FRESHNESS_CHECK,CHECK_188,HOURLY,SUCCESS,22839,0,13.29,18.51,562.94,2.3556,0.4055167525416214,False,False
EXEC-000070,2025-11-28 03:00:00,CRM_CLIENTS,ACCURACY_CHECK,CHECK_606,WEEKLY,FAILED,2764,6,41.76,74.56,250.74,4.4131,9.641240673134808,True,True
EXEC-000071,2026-01-08 13:00:00,SCORING_ENGINE,DUPLICATE_CHECK,CHECK_268,WEEKLY,SUCCESS,5699,1,0.27,15.94,225.54,0.2477,0.1204515826922618,False,False
EXEC-000072,2025-10-23 05:00:00,CREDIT_BUREAU,CONSISTENCY_CHECK,CHECK_135,ON_DEMAND,SUCCESS,172,444,14.55,64.17,139.68,2.8225,1.701853925825815,False,False
EXEC-000073,2025-12-05 19:00:00,CREDIT_BUREAU,FRESHNESS_CHECK,CHECK_303,WEEKLY,SUCCESS,714,20,1.01,55.84,125.68,3.2522,0.6432731896922418,False,False
EXEC-000074,2025-12-26 00:00:00,MOBILE_APP,ACCURACY_CHECK,CHECK_224,DAILY,SUCCESS,3580,27,2.71,50.03,310.9,4.6224,0.5934361888498156,False,False
EXEC-000075,2026-01-19 15:00:00,SCORING_ENGINE,FRESHNESS_CHECK,CHECK_302,WEEKLY,FAILED,138,70,1.64,67.62,258.37,2.7559,11.266297754086098,True,True
EXEC-000076,2025-09-26 09:00:00,INTERNET_BANK,CONSISTENCY_CHECK,CHECK_487,ON_DEMAND,SUCCESS,3166,40,4.05,51.86,155.27,4.1723,1.2874457764064882,False,False
EXEC-000077,2026-03-01 05:00:00,LOAN_REGISTRY,CONSISTENCY_CHECK,CHECK_737,WEEKLY,SUCCESS,87685,9,1.19,8.34,258.02,4.8821,1.4738559566440745,False,False
EXEC-000078,2026-01-03 04:00:00,LOAN_REGISTRY,COMPLETENESS_CHECK,CHECK_454,WEEKLY,SUCCESS,120762,174,18.48,20.17,560.94,1.5922,0.8739204707930398,False,False
EXEC-000079,2025-09-26 15:00:00,FRAUD_DETECTION,ACCURACY_CHECK,CHECK_459,ON_DEMAND,SUCCESS,7973,21,5.97,21.32,296.45,4.9645,2.145470267305511,False,False
EXEC-000080,2026-02-18 01:00:00,PAYMENT_SYSTEM,ACCURACY_CHECK,CHECK_826,DAILY,FAILED,385950,7996,26.98,37.4,60.67,0.8875,2.0346394567906985,True,True
EXEC-000081,2025-12-15 06:00:00,INTERNET_BANK,CONSISTENCY_CHECK,CHECK_257,HOURLY,SUCCESS,8240,33,26.08,42.38,554.31,3.4283,2.446045749550547,False,False
EXEC-000082,2025-12-12 08:00:00,SCORING_ENGINE,NULL_CHECK,CHECK_630,DAILY,SUCCESS,1096,0,25.74,11.54,496.28,3.2611,1.8124190024561209,False,False
EXEC-000083,2026-01-17 21:00:00,FRAUD_DETECTION,RANGE_CHECK,CHECK_894,HOURLY,SUCCESS,4001,10,19.24,35.71,307.87,0.6608,0.3134539960422327,False,False
EXEC-000084,2025-09-08 18:00:00,MOBILE_APP,COMPLETENESS_CHECK,CHECK_500,ON_DEMAND,SUCCESS,38654,8,1.19,28.7,736.28,0.4561,0.15307921451654533,False,False
EXEC-000085,2025-09-09 22:00:00,CREDIT_BUREAU,RANGE_CHECK,CHECK_280,DAILY,SUCCESS,16111,11078,45.05,2.78,137.52,3.0148,1.5822840240132208,False,False
EXEC-000086,2025-12-07 07:00:00,PAYMENT_SYSTEM,REFERENTIAL_INTEGRITY,CHECK_838,HOURLY,SUCCESS,29985,95,14.6,56.22,222.18,2.0921,1.6190583927555617,False,False
EXEC-000087,2025-12-21 20:00:00,MOBILE_APP,SCHEMA_VALIDATION,CHECK_127,HOURLY,SUCCESS,7825,3,36.02,19.62,57.46,0.4289,0.32282659841443506,False,False
EXEC-000088,2025-11-03 01:00:00,CRM_CLIENTS,FORMAT_CHECK,CHECK_715,DAILY,SUCCESS,30212,0,45.72,22.42,185.33,3.7628,0.47865284294208077,False,False
EXEC-000089,2025-10-02 18:00:00,PAYMENT_SYSTEM,DUPLICATE_CHECK,CHECK_760,DAILY,SUCCESS,4002,25,9.04,25.85,1115.63,0.5442,0.15603029532994714,False,False
EXEC-000090,2025-10-17 21:00:00,CRM_CLIENTS,FORMAT_CHECK,CHECK_290,WEEKLY,FAILED,5622,2925,17.36,23.65,216.74,4.0626,8.547328359752958,True,True
EXEC-000091,2026-02-27 04:00:00,PAYMENT_SYSTEM,CONSISTENCY_CHECK,CHECK_689,HOURLY,FAILED,1228,30,1.17,37.44,462.81,0.5166,2.378169613646896,True,True
EXEC-000092,2025-10-05 04:00:00,MOBILE_APP,SCHEMA_VALIDATION,CHECK_843,HOURLY,SUCCESS,11043,1273,11.94,28.47,86.24,3.5739,2.549310591383306,False,False
EXEC-000093,2026-01-02 17:00:00,CRM_CLIENTS,COMPLETENESS_CHECK,CHECK_746,HOURLY,FAILED,63389,16,14.93,45.02,96.07,4.3516,16.087125853999254,True,True
EXEC-000094,2025-10-09 16:00:00,CRM_CLIENTS,RANGE_CHECK,CHECK_976,ON_DEMAND,SUCCESS,223,18,2.25,8.14,49.21,4.2731,1.6892100262532,False,False
EXEC-000095,2025-10-03 11:00:00,PAYMENT_SYSTEM,RANGE_CHECK,CHECK_596,DAILY,SUCCESS,11304,101,13.34,21.01,443.87,3.7525,2.884256166682222,False,False
EXEC-000096,2025-11-30 04:00:00,SCORING_ENGINE,RANGE_CHECK,CHECK_902,HOURLY,SUCCESS,14510,4307,14.89,36.59,371.19,0.9501,0.774055564114556,False,False
EXEC-000097,2025-12-23 22:00:00,INTERNET_BANK,RANGE_CHECK,CHECK_352,WEEKLY,SUCCESS,2909,6335,9.45,33.14,167.83,2.3739,1.6930921392606466,False,False
EXEC-000098,2025-12-18 15:00:00,MOBILE_APP,COMPLETENESS_CHECK,CHECK_452,HOURLY,SUCCESS,6763,9154,38.6,18.8,338.74,1.7778,0.24756766215160414,False,False
EXEC-000099,2025-10-13 05:00:00,MOBILE_APP,FORMAT_CHECK,CHECK_230,HOURLY,TIMEOUT,556,0,1.66,31.41,237.25,2.2931,,False,False
EXEC-000100,2025-11-02 08:00:00,MOBILE_APP,NULL_CHECK,CHECK_836,HOURLY,SUCCESS,132636,61,36.04,23.82,81.7,3.7331,3.16877614142374,False,False
EXEC-000101,2025-11-12 11:00:00,FRAUD_DETECTION,REFERENTIAL_INTEGRITY,CHECK_482,HOURLY,SUCCESS,8841,1569,2.8,27.09,177.5,4.287,2.006055692311369,False,False
EXEC-000102,2025-09-27 21:00:00,CRM_CLIENTS,NULL_CHECK,CHECK_730,ON_DEMAND,SUCCESS,34954,0,2.1,40.05,63.68,3.2898,0.36039380618034655,False,False
EXEC-000103,2025-11-19 00:00:00,INTERNET_BANK,CONSISTENCY_CHECK,CHECK_460,HOURLY,SUCCESS,5039,26,37.55,16.19,413.03,0.0795,0.026237614094781477,False,False
EXEC-000104,2025-09-17 18:00:00,FRAUD_DETECTION,REFERENTIAL_INTEGRITY,CHECK_947,ON_DEMAND,SUCCESS,1249,199,10.82,41.25,200.36,0.643,0.3707541275180544,False,False
EXEC-000105,2025-12-04 09:00:00,FRAUD_DETECTION,CONSISTENCY_CHECK,CHECK_980,WEEKLY,FAILED,86,81,32.35,41.24,105.24,1.7116,3.7886306592442613,True,False
EXEC-000106,2025-12-16 07:00:00,MOBILE_APP,REFERENTIAL_INTEGRITY,CHECK_775,ON_DEMAND,SUCCESS,46543,1,3.51,17.15,396.55,4.5422,1.6933932356970873,False,False
EXEC-000107,2026-03-07 19:00:00,CRM_CLIENTS,FORMAT_CHECK,CHECK_799,ON_DEMAND,FAILED,35989,1513,4.1,9.66,4527.64,3.0286,5.640740659452619,True,True
EXEC-000108,2026-03-04 18:00:00,LOAN_REGISTRY,SCHEMA_VALIDATION,CHECK_318,HOURLY,SUCCESS,22411,1,0.79,51.0,499.81,4.0153,2.1796717312909775,False,False
EXEC-000109,2025-09-28 04:00:00,FRAUD_DETECTION,SCHEMA_VALIDATION,CHECK_340,WEEKLY,FAILED,26468,11271,6.04,20.39,717.54,2.3028,5.362066899431051,True,True
EXEC-000110,2026-03-07 08:00:00,CRM_CLIENTS,ACCURACY_CHECK,CHECK_251,ON_DEMAND,SUCCESS,22992,4879,1.98,17.66,89.17,4.6601,1.8127474961164791,False,False
EXEC-000111,2026-03-06 09:00:00,INTERNET_BANK,NULL_CHECK,CHECK_273,DAILY,SUCCESS,6708,190,28.55,27.72,123.57,1.3952,0.6099662912988882,False,False
EXEC-000112,2025-12-11 10:00:00,INTERNET_BANK,FRESHNESS_CHECK,CHECK_254,DAILY,SUCCESS,72676,66,16.98,42.21,335.48,4.3152,0.5856871428240903,False,False
EXEC-000113,2026-03-08 12:00:00,PAYMENT_SYSTEM,FORMAT_CHECK,CHECK_755,DAILY,TIMEOUT,58646,0,0.72,55.46,175.01,0.8732,,False,False
EXEC-000114,2025-12-11 13:00:00,LOAN_REGISTRY,DUPLICATE_CHECK,CHECK_809,WEEKLY,SUCCESS,264524,58708,4.75,22.11,378.99,3.6303,2.035507385788707,False,False
EXEC-000115,2025-10-05 06:00:00,SCORING_ENGINE,CONSISTENCY_CHECK,CHECK_889,WEEKLY,FAILED,3987,19,38.97,41.75,826.74,3.4244,12.611436136211315,True,True
EXEC-000116,2026-01-16 18:00:00,PAYMENT_SYSTEM,FORMAT_CHECK,CHECK_934,ON_DEMAND,SUCCESS,2948,200,1.27,25.88,353.65,0.5684,0.4606893277201832,False,False
EXEC-000117,2025-09-14 21:00:00,CRM_CLIENTS,COMPLETENESS_CHECK,CHECK_553,DAILY,SUCCESS,20877,314,1.7,50.16,2583.25,4.2071,2.9825462442507713,False,False
EXEC-000118,2025-12-16 11:00:00,PAYMENT_SYSTEM,FRESHNESS_CHECK,CHECK_332,DAILY,SUCCESS,1009,2639,13.4,15.09,100.54,4.1405,2.596639105829173,False,False
EXEC-000119,2026-01-22 10:00:00,SCORING_ENGINE,COMPLETENESS_CHECK,CHECK_816,HOURLY,SUCCESS,17779,108,4.12,57.56,330.35,4.3359,0.8743148520070285,False,False
EXEC-000120,2025-10-02 17:00:00,PAYMENT_SYSTEM,RANGE_CHECK,CHECK_730,WEEKLY,SUCCESS,24460,6,17.05,61.21,308.96,1.3097,0.9430714887902975,False,False
EXEC-000121,2025-12-23 18:00:00,CREDIT_BUREAU,CONSISTENCY_CHECK,CHECK_294,DAILY,SUCCESS,166493,333,21.97,29.06,489.57,0.7247,0.2984325328932005,False,False
EXEC-000122,2025-12-01 20:00:00,FRAUD_DETECTION,CONSISTENCY_CHECK,CHECK_634,WEEKLY,SUCCESS,775,8,166.14,9.43,447.11,2.3066,0.4489995189587045,False,False
EXEC-000123,2025-09-18 18:00:00,FRAUD_DETECTION,COMPLETENESS_CHECK,CHECK_717,WEEKLY,SUCCESS,344,2127,1.18,42.41,141.69,4.2937,2.3615468212313937,False,False
EXEC-000124,2025-10-17 17:00:00,PAYMENT_SYSTEM,ACCURACY_CHECK,CHECK_722,WEEKLY,SUCCESS,2296,893,215.48,25.1,109.54,3.9989,1.5136913043879197,False,False
EXEC-000125,2025-09-24 11:00:00,FRAUD_DETECTION,CONSISTENCY_CHECK,CHECK_278,DAILY,SUCCESS,5974,0,81.97,8.7,168.18,3.4515,1.1906909226073035,False,False
EXEC-000126,2025-10-03 04:00:00,LOAN_REGISTRY,SCHEMA_VALIDATION,CHECK_101,ON_DEMAND,SKIPPED,12161,0,9.6,32.7,136.24,4.9236,,False,False
EXEC-000127,2025-09-02 08:00:00,CRM_CLIENTS,REFERENTIAL_INTEGRITY,CHECK_394,DAILY,SUCCESS,114431,81,57.31,24.95,659.78,3.2499,2.282741644308348,False,False
EXEC-000128,2025-10-07 11:00:00,FRAUD_DETECTION,SCHEMA_VALIDATION,CHECK_472,HOURLY,SUCCESS,33524,44,2.57,9.49,327.16,4.4987,1.4234800322155852,False,False
EXEC-000129,2026-02-10 19:00:00,CRM_CLIENTS,ACCURACY_CHECK,CHECK_973,ON_DEMAND,SUCCESS,1307,29,9.86,7.48,214.42,2.2839,1.2102376080140629,False,False
EXEC-000130,2025-09-15 12:00:00,SCORING_ENGINE,RANGE_CHECK,CHECK_585,WEEKLY,SUCCESS,14317,3,1.9,29.48,2718.53,3.9617,1.153999577682811,False,False
EXEC-000131,2026-02-08 03:00:00,FRAUD_DETECTION,SCHEMA_VALIDATION,CHECK_807,ON_DEMAND,SUCCESS,2003,218,116.35,44.18,283.32,3.4296,1.7675036525675425,False,False
EXEC-000132,2026-01-02 06:00:00,PAYMENT_SYSTEM,NULL_CHECK,CHECK_810,WEEKLY,SUCCESS,25539,2676,6.91,13.81,111.94,0.2479,0.12294169917729883,False,False
EXEC-000133,2026-01-17 13:00:00,MOBILE_APP,ACCURACY_CHECK,CHECK_948,ON_DEMAND,FAILED,5353,94,119.2,19.22,1961.09,1.8706,5.526058322514689,True,True
EXEC-000134,2026-03-04 23:00:00,CREDIT_BUREAU,REFERENTIAL_INTEGRITY,CHECK_900,WEEKLY,TIMEOUT,12599,0,3.23,9.11,157.52,4.1172,,False,False
EXEC-000135,2025-10-07 11:00:00,PAYMENT_SYSTEM,FRESHNESS_CHECK,CHECK_951,HOURLY,FAILED,1128,2810,3.27,47.64,2191.38,1.8944,3.455082401556874,True,True
EXEC-000136,2025-11-30 05:00:00,SCORING_ENGINE,SCHEMA_VALIDATION,CHECK_327,ON_DEMAND,TIMEOUT,3998,0,25.15,22.18,125.22,1.4726,,False,False
EXEC-000137,2025-10-25 04:00:00,INTERNET_BANK,CONSISTENCY_CHECK,CHECK_900,WEEKLY,SUCCESS,985374,105,0.72,8.8,356.16,0.1421,0.0416711064050165,False,False
